Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season
I1,2018-05-06,Cagliari,Roma,0,1,A,0,1,A,12,9,3,1,20,9,9,3,4,1,0,0,2017-2018
I1,2018-05-06,Chievo,Crotone,2,1,H,1,0,H,11,13,3,3,15,14,8,4,5,1,0,0,2017-2018
I1,2018-05-06,Genoa,Fiorentina,2,3,A,0,1,A,7,19,3,10,8,16,3,7,2,6,2,0,2017-2018
I1,2018-05-06,Lazio,Atalanta,1,1,D,1,1,D,13,20,2,6,7,8,6,9,3,2,0,0,2017-2018
I1,2018-05-06,Napoli,Torino,2,2,D,1,0,H,19,5,5,2,10,20,4,2,1,4,0,0,2017-2018
I1,2018-05-06,Sassuolo,Sampdoria,1,0,H,0,0,D,18,2,7,0,7,21,9,6,1,1,0,0,2017-2018
I1,2018-05-06,Spal,Benevento,2,0,H,1,0,H,6,12,4,3,16,22,1,4,2,2,0,0,2017-2018
I1,2018-05-06,Udinese,Inter,0,4,A,0,3,A,9,26,2,12,13,7,5,9,1,0,1,0,2017-2018
I1,2018-05-12,Benevento,Genoa,1,0,H,0,0,D,14,13,3,5,17,7,6,3,1,1,0,0,2017-2018
I1,2018-05-12,Inter,Sassuolo,1,2,A,0,1,A,16,13,8,5,9,5,16,2,1,2,0,0,2017-2018
I1,2018-05-13,Atalanta,Milan,1,1,D,0,0,D,24,5,5,2,21,10,3,8,6,6,1,1,2017-2018
I1,2018-05-13,Bologna,Chievo,1,2,A,1,0,H,7,13,3,7,13,14,2,7,1,4,0,0,2017-2018
I1,2018-05-13,Crotone,Lazio,2,2,D,1,1,D,6,18,3,7,12,15,2,9,1,3,0,0,2017-2018
I1,2018-05-13,Fiorentina,Cagliari,0,1,A,0,1,A,14,14,0,2,15,17,11,5,3,4,1,0,2017-2018
I1,2018-05-13,Roma,Juventus,0,0,D,0,0,D,9,7,2,0,10,13,4,3,2,2,1,0,2017-2018
I1,2018-05-13,Sampdoria,Napoli,0,2,A,0,0,D,11,17,2,9,13,6,3,12,2,2,0,0,2017-2018
I1,2018-05-13,Torino,Spal,2,1,H,0,1,A,18,10,10,4,16,14,4,6,2,5,0,0,2017-2018
I1,2018-05-13,Verona,Udinese,0,1,A,0,1,A,11,13,1,5,15,17,3,5,2,2,0,0,2017-2018
I1,2018-05-19,Juventus,Verona,2,1,H,0,0,D,26,9,13,3,13,11,11,5,0,2,0,0,2017-2018
I1,2018-05-20,Cagliari,Atalanta,1,0,H,0,0,D,6,12,4,4,17,14,5,11,3,1,0,0,2017-2018
I1,2018-05-20,Chievo,Benevento,1,0,H,0,0,D,8,12,5,1,13,9,2,4,1,0,0,0,2017-2018
I1,2018-05-20,Genoa,Torino,1,2,A,0,1,A,12,4,2,2,10,11,7,3,1,3,0,0,2017-2018
I1,2018-05-20,Lazio,Inter,2,3,A,2,1,H,14,15,4,6,12,13,10,4,5,4,2,0,2017-2018
I1,2018-05-20,Milan,Fiorentina,5,1,H,2,1,H,18,9,11,3,10,5,6,1,2,1,0,1,2017-2018
I1,2018-05-20,Napoli,Crotone,2,1,H,2,0,H,19,9,9,4,3,9,6,9,0,0,0,0,2017-2018
I1,2018-05-20,Sassuolo,Roma,0,1,A,0,1,A,16,15,3,6,14,8,5,9,1,1,0,0,2017-2018
I1,2018-05-20,Spal,Sampdoria,3,1,H,1,0,H,16,9,6,3,10,11,5,3,1,4,0,0,2017-2018
I1,2018-05-20,Udinese,Bologna,1,0,H,1,0,H,20,8,5,5,9,11,10,2,0,2,0,0,2017-2018
I1,2016-08-20,Juventus,Fiorentina,2,1,H,1,0,H,19,4,4,1,11,16,3,1,1,3,0,0,2016-2017
I1,2016-08-20,Roma,Udinese,4,0,H,0,0,D,25,11,9,1,8,14,10,5,0,2,0,0,2016-2017
I1,2016-08-21,Atalanta,Lazio,3,4,A,0,3,A,19,11,6,6,5,16,7,2,2,2,0,0,2016-2017
I1,2016-08-21,Bologna,Crotone,1,0,H,0,0,D,20,5,6,0,7,17,5,3,1,1,0,0,2016-2017
I1,2016-08-21,Chievo,Inter,2,0,H,0,0,D,12,13,4,3,15,13,4,8,2,4,0,0,2016-2017
I1,2016-08-21,Empoli,Sampdoria,0,1,A,0,1,A,8,15,3,5,17,32,2,5,3,4,1,0,2016-2017
I1,2016-08-21,Genoa,Cagliari,3,1,H,0,0,D,22,4,6,3,13,10,6,1,4,3,0,0,2016-2017
I1,2016-08-21,Milan,Torino,3,2,H,1,0,H,11,20,5,4,13,20,10,10,0,3,1,0,2016-2017
I1,2016-08-21,Palermo,Sassuolo,0,1,A,0,1,A,7,22,2,8,19,15,4,8,1,2,1,0,2016-2017
I1,2016-08-21,Pescara,Napoli,2,2,D,2,0,H,9,22,3,4,10,12,3,9,3,2,0,0,2016-2017
I1,2016-08-27,Lazio,Juventus,0,1,A,0,0,D,6,13,1,5,16,5,4,2,1,2,0,0,2016-2017
I1,2016-08-27,Napoli,Milan,4,2,H,2,0,H,17,12,8,3,13,15,9,4,5,4,0,2,2016-2017
I1,2016-08-28,Cagliari,Roma,2,2,D,0,1,A,17,21,5,7,21,9,4,3,3,1,0,0,2016-2017
I1,2016-08-28,Crotone,Genoa,1,3,A,1,0,H,11,18,3,8,16,17,1,6,2,2,0,0,2016-2017
I1,2016-08-28,Fiorentina,Chievo,1,0,H,1,0,H,13,9,3,2,8,16,4,4,0,2,0,0,2016-2017
I1,2016-08-28,Inter,Palermo,1,1,D,0,0,D,22,7,5,3,16,24,8,4,1,5,0,0,2016-2017
I1,2016-08-28,Sampdoria,Atalanta,2,1,H,2,1,H,8,7,4,1,13,16,3,1,1,4,0,1,2016-2017
I1,2016-08-28,Sassuolo,Pescara,0,3,A,NA,NA,NA,13,15,3,5,12,21,2,7,2,2,0,0,2016-2017
I1,2016-08-28,Torino,Bologna,5,1,H,2,1,H,20,10,11,2,14,12,6,3,1,2,0,0,2016-2017
I1,2016-08-28,Udinese,Empoli,2,0,H,1,0,H,11,13,3,4,15,19,4,5,3,3,0,1,2016-2017
I1,2016-09-10,Juventus,Sassuolo,3,1,H,3,1,H,23,9,10,3,10,12,14,5,1,2,0,0,2016-2017
I1,2016-09-10,Palermo,Napoli,0,3,A,0,0,D,5,17,1,7,14,7,2,4,0,0,0,0,2016-2017
I1,2016-09-11,Atalanta,Torino,2,1,H,0,0,D,22,14,3,7,16,20,4,4,2,2,0,0,2016-2017
I1,2016-09-11,Bologna,Cagliari,2,1,H,1,0,H,17,11,10,5,13,9,9,4,1,3,0,1,2016-2017
I1,2016-09-11,Chievo,Lazio,1,1,D,0,0,D,7,11,4,3,14,15,2,1,2,5,0,0,2016-2017
I1,2016-09-11,Milan,Udinese,0,1,A,0,0,D,14,10,2,2,10,9,8,8,1,5,0,0,2016-2017
I1,2016-09-11,Pescara,Inter,1,2,A,0,0,D,10,22,5,7,14,10,3,13,1,1,0,0,2016-2017
I1,2016-09-11,Roma,Sampdoria,3,2,H,1,2,A,24,12,8,7,12,13,11,7,3,2,0,0,2016-2017
I1,2016-09-12,Empoli,Crotone,2,1,H,1,1,D,13,6,5,2,16,20,5,0,1,1,0,1,2016-2017
I1,2016-09-16,Sampdoria,Milan,0,1,A,0,0,D,12,10,3,3,12,16,8,5,2,3,0,0,2016-2017
I1,2016-09-17,Lazio,Pescara,3,0,H,0,0,D,23,10,11,3,12,14,11,2,2,2,0,0,2016-2017
I1,2016-09-17,Napoli,Bologna,3,1,H,1,0,H,21,9,10,3,11,7,6,3,0,1,0,1,2016-2017
I1,2016-09-18,Cagliari,Atalanta,3,0,H,1,0,H,12,7,9,2,10,19,3,4,2,2,0,0,2016-2017
I1,2016-09-18,Crotone,Palermo,1,1,D,1,0,H,11,12,1,5,19,9,3,7,3,2,0,0,2016-2017
I1,2016-09-18,Fiorentina,Roma,1,0,H,0,0,D,8,14,4,3,10,11,5,6,1,1,0,0,2016-2017
I1,2016-09-18,Inter,Juventus,2,1,H,0,0,D,16,9,3,2,13,18,5,4,2,3,1,0,2016-2017
I1,2016-09-18,Sassuolo,Genoa,2,0,H,0,0,D,11,17,6,5,15,17,3,8,0,2,0,1,2016-2017
I1,2016-09-18,Torino,Empoli,0,0,D,0,0,D,15,5,5,2,19,7,8,5,4,3,0,0,2016-2017
I1,2016-09-18,Udinese,Chievo,1,2,A,1,0,H,8,20,4,6,16,9,5,7,3,4,0,0,2016-2017
I1,2016-09-20,Milan,Lazio,2,0,H,1,0,H,17,20,8,5,16,12,3,8,1,4,0,0,2016-2017
I1,2016-09-21,Atalanta,Palermo,0,1,A,0,0,D,16,7,4,2,20,12,7,5,3,2,0,0,2016-2017
I1,2016-09-21,Bologna,Sampdoria,2,0,H,1,0,H,11,10,4,3,16,12,2,4,1,3,1,1,2016-2017
I1,2016-09-21,Chievo,Sassuolo,2,1,H,2,1,H,5,7,3,2,14,15,7,9,2,1,0,0,2016-2017
I1,2016-09-21,Empoli,Inter,0,2,A,0,2,A,9,13,3,4,14,15,5,4,1,4,0,0,2016-2017
I1,2016-09-21,Genoa,Napoli,0,0,D,0,0,D,12,14,5,3,16,11,5,8,4,2,0,0,2016-2017
I1,2016-09-21,Juventus,Cagliari,4,0,H,3,0,H,28,2,13,0,19,12,9,0,1,3,0,0,2016-2017
I1,2016-09-21,Pescara,Torino,0,0,D,0,0,D,19,11,4,3,13,15,9,4,3,2,0,2,2016-2017
I1,2016-09-21,Roma,Crotone,4,0,H,2,0,H,20,11,7,3,12,7,11,5,0,1,0,0,2016-2017
I1,2016-09-21,Udinese,Fiorentina,2,2,D,2,1,H,15,7,5,3,16,15,4,3,1,3,0,0,2016-2017
I1,2016-09-24,Napoli,Chievo,2,0,H,2,0,H,13,7,5,2,12,16,4,2,2,4,0,0,2016-2017
I1,2016-09-24,Palermo,Juventus,0,1,A,0,0,D,4,15,2,7,16,10,2,9,3,3,0,0,2016-2017
I1,2016-09-25,Fiorentina,Milan,0,0,D,0,0,D,20,12,5,1,10,12,6,3,2,4,0,0,2016-2017
I1,2016-09-25,Genoa,Pescara,1,1,D,0,0,D,8,12,4,4,22,10,1,5,2,3,2,0,2016-2017
I1,2016-09-25,Inter,Bologna,1,1,D,1,1,D,22,8,6,3,12,7,8,4,0,4,0,0,2016-2017
I1,2016-09-25,Lazio,Empoli,2,0,H,1,0,H,12,9,3,3,14,7,5,6,2,2,0,0,2016-2017
I1,2016-09-25,Sassuolo,Udinese,1,0,H,1,0,H,12,11,5,3,14,12,6,9,3,2,0,0,2016-2017
I1,2016-09-25,Torino,Roma,3,1,H,1,0,H,18,21,9,5,15,12,7,13,1,4,0,0,2016-2017
I1,2016-09-26,Cagliari,Sampdoria,2,1,H,1,0,H,9,18,3,2,16,15,3,10,2,3,0,0,2016-2017
I1,2016-09-26,Crotone,Atalanta,1,3,A,0,3,A,10,12,3,8,21,14,6,3,3,1,0,1,2016-2017
I1,2016-10-01,Pescara,Chievo,0,2,A,0,0,D,11,15,2,4,11,14,11,5,1,3,0,0,2016-2017
I1,2016-10-01,Udinese,Lazio,0,3,A,0,1,A,15,15,3,5,4,12,5,9,2,1,0,0,2016-2017
I1,2016-10-02,Atalanta,Napoli,1,0,H,1,0,H,10,13,4,3,11,13,4,12,3,3,0,0,2016-2017
I1,2016-10-02,Bologna,Genoa,0,1,A,0,0,D,6,13,3,4,8,22,7,3,1,3,2,1,2016-2017
I1,2016-10-02,Cagliari,Crotone,2,1,H,1,0,H,14,22,9,8,14,14,6,14,0,4,0,0,2016-2017
I1,2016-10-02,Empoli,Juventus,0,3,A,0,0,D,6,26,3,11,21,20,5,7,2,1,0,0,2016-2017
I1,2016-10-02,Milan,Sassuolo,4,3,H,1,1,D,15,7,6,5,10,10,5,4,1,5,0,0,2016-2017
I1,2016-10-02,Roma,Inter,2,1,H,1,0,H,19,17,8,5,9,17,3,10,1,2,0,0,2016-2017
I1,2016-10-02,Sampdoria,Palermo,1,1,D,0,0,D,23,4,7,2,9,18,7,1,2,5,0,1,2016-2017
I1,2016-10-02,Torino,Fiorentina,2,1,H,1,0,H,18,13,5,5,15,12,6,8,1,2,0,0,2016-2017
I1,2016-10-15,Juventus,Udinese,2,1,H,1,1,D,15,8,5,4,11,11,4,7,1,2,0,0,2016-2017
I1,2016-10-15,Napoli,Roma,1,3,A,0,1,A,21,14,5,6,5,16,9,1,2,3,0,0,2016-2017
I1,2016-10-15,Pescara,Sampdoria,1,1,D,1,1,D,10,22,7,9,9,12,8,8,1,1,1,0,2016-2017
I1,2016-10-16,Chievo,Milan,1,3,A,0,1,A,8,16,5,5,17,13,7,2,3,2,0,0,2016-2017
I1,2016-10-16,Fiorentina,Atalanta,0,0,D,0,0,D,17,13,6,3,14,17,7,6,3,3,0,0,2016-2017
I1,2016-10-16,Genoa,Empoli,0,0,D,0,0,D,8,2,3,1,17,17,3,2,0,4,1,0,2016-2017
I1,2016-10-16,Inter,Cagliari,1,2,A,0,0,D,17,11,4,6,10,12,10,6,1,5,0,0,2016-2017
I1,2016-10-16,Lazio,Bologna,1,1,D,0,1,A,25,9,8,4,13,16,18,0,4,3,0,0,2016-2017
I1,2016-10-16,Sassuolo,Crotone,2,1,H,0,1,A,22,8,9,1,10,22,15,1,1,3,0,0,2016-2017
I1,2016-10-17,Palermo,Torino,1,4,A,1,3,A,16,15,3,7,15,23,10,6,4,2,0,0,2016-2017
I1,2016-10-22,Milan,Juventus,1,0,H,0,0,D,8,22,2,3,19,14,5,9,4,3,0,0,2016-2017
I1,2016-10-22,Sampdoria,Genoa,2,1,H,1,1,D,14,10,7,5,12,15,5,6,2,3,0,0,2016-2017
I1,2016-10-23,Atalanta,Inter,2,1,H,1,0,H,11,7,8,4,19,11,4,0,2,1,0,0,2016-2017
I1,2016-10-23,Bologna,Sassuolo,1,1,D,1,0,H,14,8,4,3,11,13,7,11,0,1,0,0,2016-2017
I1,2016-10-23,Cagliari,Fiorentina,3,5,A,1,4,A,10,16,5,8,19,7,4,7,2,2,0,0,2016-2017
I1,2016-10-23,Crotone,Napoli,1,2,A,0,2,A,12,13,4,8,20,8,7,7,2,0,0,1,2016-2017
I1,2016-10-23,Empoli,Chievo,0,0,D,0,0,D,8,13,3,2,16,28,6,3,3,3,0,1,2016-2017
I1,2016-10-23,Roma,Palermo,4,1,H,1,0,H,18,7,7,3,11,14,4,4,3,2,0,0,2016-2017
I1,2016-10-23,Torino,Lazio,2,2,D,1,0,H,16,14,4,6,12,14,4,6,2,2,0,0,2016-2017
I1,2016-10-23,Udinese,Pescara,3,1,H,1,0,H,9,16,4,3,12,9,6,3,2,1,0,0,2016-2017
I1,2016-10-25,Genoa,Milan,3,0,H,1,0,H,8,13,3,3,15,9,5,4,3,0,0,1,2016-2017
I1,2016-10-26,Chievo,Bologna,1,1,D,0,0,D,10,8,3,4,18,14,6,4,0,4,0,0,2016-2017
I1,2016-10-26,Fiorentina,Crotone,1,1,D,0,1,A,26,4,11,2,15,16,14,1,1,2,0,0,2016-2017
I1,2016-10-26,Inter,Torino,2,1,H,1,0,H,22,7,6,2,14,18,2,10,0,4,0,0,2016-2017
I1,2016-10-26,Juventus,Sampdoria,4,1,H,2,0,H,13,8,7,3,6,16,5,2,0,3,0,0,2016-2017
I1,2016-10-26,Lazio,Cagliari,4,1,H,3,0,H,19,14,12,5,6,6,4,10,2,3,0,0,2016-2017
I1,2016-10-26,Napoli,Empoli,2,0,H,0,0,D,35,7,10,2,7,9,11,8,1,2,0,0,2016-2017
I1,2016-10-26,Pescara,Atalanta,0,1,A,0,0,D,5,13,0,3,18,22,2,8,3,3,0,0,2016-2017
I1,2016-10-26,Sassuolo,Roma,1,3,A,1,0,H,16,16,3,5,12,10,5,11,3,0,0,0,2016-2017
I1,2016-10-27,Palermo,Udinese,1,3,A,1,1,D,11,11,2,7,15,15,3,4,2,2,1,0,2016-2017
I1,2016-10-29,Bologna,Fiorentina,0,1,A,0,1,A,5,12,2,5,8,17,2,5,3,3,1,0,2016-2017
I1,2016-10-29,Juventus,Napoli,2,1,H,0,0,D,10,12,3,2,11,10,3,4,4,1,0,0,2016-2017
I1,2016-10-30,Atalanta,Genoa,3,0,H,2,0,H,15,10,9,2,12,14,3,3,1,2,0,0,2016-2017
I1,2016-10-30,Crotone,Chievo,2,0,H,1,0,H,9,16,7,3,19,21,4,5,1,2,0,0,2016-2017
I1,2016-10-30,Empoli,Roma,0,0,D,0,0,D,8,23,3,5,18,13,4,8,6,3,0,0,2016-2017
I1,2016-10-30,Lazio,Sassuolo,2,1,H,0,0,D,14,14,6,5,17,11,10,4,2,1,0,0,2016-2017
I1,2016-10-30,Milan,Pescara,1,0,H,0,0,D,18,14,9,6,11,14,5,5,1,2,0,0,2016-2017
I1,2016-10-30,Sampdoria,Inter,1,0,H,1,0,H,9,14,3,3,15,14,4,5,1,3,0,0,2016-2017
I1,2016-10-31,Cagliari,Palermo,2,1,H,0,0,D,8,12,4,3,19,16,2,4,5,3,0,0,2016-2017
I1,2016-10-31,Udinese,Torino,2,2,D,0,1,A,16,13,5,3,13,19,4,4,2,3,0,0,2016-2017
I1,2016-11-05,Napoli,Lazio,1,1,D,0,0,D,18,7,8,3,12,15,9,2,0,2,0,0,2016-2017
I1,2016-11-05,Torino,Cagliari,5,1,H,3,1,H,23,10,9,7,15,10,5,4,1,2,0,1,2016-2017
I1,2016-11-06,Chievo,Juventus,1,2,A,0,0,D,9,17,2,6,20,14,2,4,5,4,0,0,2016-2017
I1,2016-11-06,Fiorentina,Sampdoria,1,1,D,1,0,H,20,17,5,6,18,14,11,2,3,2,0,0,2016-2017
I1,2016-11-06,Genoa,Udinese,1,1,D,1,1,D,16,10,4,3,15,12,3,1,2,1,0,0,2016-2017
I1,2016-11-06,Inter,Crotone,3,0,H,0,0,D,25,4,9,0,9,10,18,4,1,2,0,0,2016-2017
I1,2016-11-06,Palermo,Milan,1,2,A,0,1,A,15,12,7,6,23,14,6,5,2,1,0,0,2016-2017
I1,2016-11-06,Pescara,Empoli,0,4,A,0,3,A,22,9,7,6,15,11,8,1,2,2,0,0,2016-2017
I1,2016-11-06,Roma,Bologna,3,0,H,1,0,H,22,13,8,5,18,9,3,6,1,0,0,0,2016-2017
I1,2016-11-06,Sassuolo,Atalanta,0,3,A,0,3,A,15,15,3,8,10,19,3,7,4,2,0,0,2016-2017
I1,2016-11-19,Chievo,Cagliari,1,0,H,0,0,D,12,11,2,2,17,18,5,9,3,3,0,0,2016-2017
I1,2016-11-19,Juventus,Pescara,3,0,H,1,0,H,14,9,5,3,11,15,5,1,0,2,0,0,2016-2017
I1,2016-11-19,Udinese,Napoli,1,2,A,0,0,D,7,10,3,4,9,7,4,7,1,0,0,0,2016-2017
I1,2016-11-20,Atalanta,Roma,2,1,H,0,1,A,21,9,6,5,15,14,10,6,1,2,0,0,2016-2017
I1,2016-11-20,Bologna,Palermo,3,1,H,1,1,D,8,8,4,4,15,15,4,6,1,1,0,0,2016-2017
I1,2016-11-20,Crotone,Torino,0,2,A,0,0,D,15,16,5,4,11,6,6,5,1,1,0,0,2016-2017
I1,2016-11-20,Empoli,Fiorentina,0,4,A,0,1,A,13,24,6,13,7,12,5,4,1,3,0,0,2016-2017
I1,2016-11-20,Lazio,Genoa,3,1,H,1,0,H,16,12,4,3,14,20,3,5,1,3,0,1,2016-2017
I1,2016-11-20,Milan,Inter,2,2,D,1,0,H,10,21,4,6,16,14,1,8,2,4,0,0,2016-2017
I1,2016-11-20,Sampdoria,Sassuolo,3,2,H,0,0,D,22,11,8,5,17,17,9,1,4,3,0,0,2016-2017
I1,2016-11-26,Empoli,Milan,1,4,A,1,1,D,15,16,4,6,11,17,2,6,2,3,0,0,2016-2017
I1,2016-11-26,Torino,Chievo,2,1,H,2,0,H,16,10,4,3,13,10,10,2,2,1,0,1,2016-2017
I1,2016-11-27,Bologna,Atalanta,0,2,A,0,1,A,9,14,2,2,15,12,6,9,5,2,0,0,2016-2017
I1,2016-11-27,Cagliari,Udinese,2,1,H,1,0,H,7,20,3,5,16,19,3,4,4,3,0,0,2016-2017
I1,2016-11-27,Crotone,Sampdoria,1,1,D,1,0,H,9,15,3,6,17,15,2,6,3,0,0,0,2016-2017
I1,2016-11-27,Genoa,Juventus,3,1,H,3,0,H,12,12,6,2,26,8,3,6,3,2,0,0,2016-2017
I1,2016-11-27,Palermo,Lazio,0,1,A,0,1,A,17,18,4,6,11,18,4,5,3,1,1,0,2016-2017
I1,2016-11-27,Roma,Pescara,3,2,H,2,0,H,14,14,7,7,20,21,8,7,3,3,0,0,2016-2017
I1,2016-11-28,Inter,Fiorentina,4,2,H,3,1,H,22,12,9,6,28,15,7,2,5,3,0,1,2016-2017
I1,2016-11-28,Napoli,Sassuolo,1,1,D,1,0,H,20,4,6,1,14,12,9,3,3,4,0,0,2016-2017
I1,2016-12-02,Napoli,Inter,3,0,H,2,0,H,19,18,11,6,7,12,5,7,2,3,0,0,2016-2017
I1,2016-12-03,Juventus,Atalanta,3,1,H,2,0,H,12,7,7,2,25,18,6,4,3,2,0,0,2016-2017
I1,2016-12-04,Fiorentina,Palermo,2,1,H,1,0,H,19,7,7,2,16,22,7,6,2,2,0,0,2016-2017
I1,2016-12-04,Lazio,Roma,0,2,A,0,0,D,11,7,2,4,21,14,6,3,4,3,1,0,2016-2017
I1,2016-12-04,Milan,Crotone,2,1,H,1,1,D,12,9,4,5,22,19,7,4,4,4,0,0,2016-2017
I1,2016-12-04,Pescara,Cagliari,1,1,D,0,1,A,19,6,2,2,20,18,8,2,2,2,0,1,2016-2017
I1,2016-12-04,Sampdoria,Torino,2,0,H,0,0,D,13,14,2,3,10,20,5,2,1,4,0,0,2016-2017
I1,2016-12-04,Sassuolo,Empoli,3,0,H,2,0,H,12,14,6,3,20,10,2,7,4,6,0,0,2016-2017
I1,2016-12-05,Chievo,Genoa,0,0,D,0,0,D,7,9,2,0,9,19,5,8,2,3,0,0,2016-2017
I1,2016-12-05,Udinese,Bologna,1,0,H,0,0,D,19,7,9,1,10,17,5,0,3,0,0,1,2016-2017
I1,2016-12-10,Crotone,Pescara,2,1,H,1,0,H,8,6,4,3,18,20,1,4,1,3,1,1,2016-2017
I1,2016-12-10,Sampdoria,Lazio,1,2,A,0,2,A,10,10,5,7,9,15,2,5,2,4,0,0,2016-2017
I1,2016-12-11,Atalanta,Udinese,1,3,A,0,1,A,18,6,9,3,11,12,11,0,1,2,0,0,2016-2017
I1,2016-12-11,Bologna,Empoli,0,0,D,0,0,D,22,3,3,1,14,17,7,2,2,4,0,0,2016-2017
I1,2016-12-11,Cagliari,Napoli,0,5,A,0,2,A,6,23,3,11,17,10,2,10,4,3,0,0,2016-2017
I1,2016-12-11,Inter,Genoa,2,0,H,1,0,H,13,10,3,4,13,18,5,5,1,2,0,0,2016-2017
I1,2016-12-11,Palermo,Chievo,0,2,A,0,1,A,15,9,3,3,10,16,8,3,1,1,0,0,2016-2017
I1,2016-12-11,Torino,Juventus,1,3,A,1,1,D,9,17,2,8,23,19,4,3,1,2,0,0,2016-2017
I1,2016-12-12,Fiorentina,Sassuolo,2,1,H,2,0,H,14,16,6,5,23,12,5,5,3,1,0,0,2016-2017
I1,2016-12-12,Roma,Milan,1,0,H,0,0,D,14,8,4,4,13,23,8,4,1,2,0,0,2016-2017
I1,2016-12-15,Genoa,Fiorentina,1,0,H,1,0,H,9,9,4,3,24,14,4,3,3,2,0,0,2016-2017
I1,2016-12-17,Empoli,Cagliari,2,0,H,1,0,H,7,9,2,2,23,17,3,2,6,5,0,0,2016-2017
I1,2016-12-17,Juventus,Roma,1,0,H,1,0,H,7,10,6,2,16,17,5,8,3,5,0,0,2016-2017
I1,2016-12-17,Milan,Atalanta,0,0,D,0,0,D,11,14,3,4,23,28,6,3,3,6,0,0,2016-2017
I1,2016-12-18,Chievo,Sampdoria,2,1,H,2,0,H,13,21,5,6,10,15,3,10,1,2,0,0,2016-2017
I1,2016-12-18,Genoa,Palermo,3,4,A,1,1,D,14,13,6,4,14,18,5,5,3,5,1,0,2016-2017
I1,2016-12-18,Lazio,Fiorentina,3,1,H,2,0,H,11,13,5,6,16,20,5,5,1,5,0,0,2016-2017
I1,2016-12-18,Napoli,Torino,5,3,H,3,0,H,21,10,10,5,6,14,4,3,0,3,0,0,2016-2017
I1,2016-12-18,Pescara,Bologna,0,3,A,0,2,A,7,18,1,8,13,16,1,7,1,2,1,0,2016-2017
I1,2016-12-18,Sassuolo,Inter,0,1,A,0,0,D,11,20,4,6,14,18,3,8,1,3,0,1,2016-2017
I1,2016-12-18,Udinese,Crotone,2,0,H,1,0,H,14,9,8,4,10,19,5,4,0,4,0,1,2016-2017
I1,2016-12-20,Atalanta,Empoli,2,1,H,0,0,D,30,3,10,1,16,10,14,2,3,4,0,0,2016-2017
I1,2016-12-21,Inter,Lazio,3,0,H,0,0,D,11,10,6,4,15,11,6,3,2,2,0,0,2016-2017
I1,2016-12-22,Cagliari,Sassuolo,4,3,H,1,2,A,18,12,10,4,13,18,5,4,3,3,0,1,2016-2017
I1,2016-12-22,Fiorentina,Napoli,3,3,D,0,1,A,15,9,5,8,14,7,3,2,5,3,0,0,2016-2017
I1,2016-12-22,Palermo,Pescara,1,1,D,1,0,H,5,11,2,2,14,16,1,8,4,5,0,0,2016-2017
I1,2016-12-22,Roma,Chievo,3,1,H,1,1,D,25,6,9,2,9,13,9,1,0,2,0,0,2016-2017
I1,2016-12-22,Sampdoria,Udinese,0,0,D,0,0,D,14,11,3,3,11,10,6,2,1,1,0,0,2016-2017
I1,2016-12-22,Torino,Genoa,1,0,H,0,0,D,10,15,5,4,19,13,5,13,2,4,0,0,2016-2017
I1,2017-01-07,Empoli,Palermo,1,0,H,0,0,D,6,13,2,4,13,17,6,2,1,3,0,0,2016-2017
I1,2017-01-07,Napoli,Sampdoria,2,1,H,0,1,A,23,9,9,2,15,16,9,3,1,0,0,1,2016-2017
I1,2017-01-08,Chievo,Atalanta,1,4,A,0,3,A,7,18,2,7,21,14,4,3,1,1,0,0,2016-2017
I1,2017-01-08,Genoa,Roma,0,1,A,0,1,A,10,16,4,3,12,13,2,8,2,4,0,0,2016-2017
I1,2017-01-08,Juventus,Bologna,3,0,H,2,0,H,12,7,4,2,11,13,6,2,1,2,0,0,2016-2017
I1,2017-01-08,Lazio,Crotone,1,0,H,0,0,D,22,2,5,1,15,11,14,0,2,2,0,0,2016-2017
I1,2017-01-08,Milan,Cagliari,1,0,H,0,0,D,29,7,4,1,6,12,11,3,0,1,0,1,2016-2017
I1,2017-01-08,Sassuolo,Torino,0,0,D,0,0,D,7,24,2,1,17,18,1,8,2,3,0,0,2016-2017
I1,2017-01-08,Udinese,Inter,1,2,A,1,1,D,12,9,3,4,19,12,3,7,3,2,0,0,2016-2017
I1,2017-01-14,Crotone,Bologna,0,1,A,0,0,D,17,14,6,7,14,14,6,5,2,4,0,0,2016-2017
I1,2017-01-14,Inter,Chievo,3,1,H,0,1,A,31,5,14,4,12,16,12,2,0,3,0,0,2016-2017
I1,2017-01-15,Cagliari,Genoa,4,1,H,2,1,H,19,12,12,4,8,13,3,14,3,2,1,0,2016-2017
I1,2017-01-15,Fiorentina,Juventus,2,1,H,1,0,H,17,11,6,4,22,20,3,7,3,5,0,0,2016-2017
I1,2017-01-15,Lazio,Atalanta,2,1,H,1,1,D,21,9,5,3,17,18,7,3,5,2,0,0,2016-2017
I1,2017-01-15,Napoli,Pescara,3,1,H,0,0,D,23,8,10,2,10,14,6,2,1,3,0,0,2016-2017
I1,2017-01-15,Sampdoria,Empoli,0,0,D,0,0,D,16,14,2,2,8,9,6,8,3,3,0,0,2016-2017
